City,Cloudiness,Country,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Kyshtovka,56,RU,80,56.56,76.62,-4.72,11.03
Tutoia,40,BR,83,-2.76,-42.27,82.4,13.87
Thinadhoo,92,MV,100,0.53,72.93,83.35,12.26
Thunder Bay,40,CA,74,48.41,-89.26,28.4,3.36
Liverpool,75,GB,87,53.41,-2.98,32.0,29.97
Lalmohan,0,BD,95,22.34,90.74,73.99,8.46
Leopold,75,US,71,38.1,-86.58,53.6,21.92
Berdigestyakh,48,RU,57,62.1,126.7,-20.15,2.98
Corod,76,RO,87,45.9,27.63,15.0,3.76
Marzuq,44,YE,94,14.4,46.47,54.87,2.42
Uruzgan,92,AF,98,32.93,66.63,35.16,3.53
Aasiaat,88,GL,94,68.71,-52.87,27.33,1.86
Esil,48,KZ,71,51.96,66.41,-6.11,7.23
Ippy,64,CF,91,6.26,21.2,70.62,4.88
Zhangjiakou,0,CN,63,40.77,114.88,22.2,6.33
Muros,40,ES,86,42.77,-9.06,39.2,8.05
Telchac,5,MX,30,21.2,-89.27,95.0,8.05
Paracatu,20,BR,63,-17.22,-46.87,87.27,2.64
Biltine,0,TD,25,14.53,20.93,74.76,8.46
Luba,0,PH,81,17.32,120.7,67.56,4.43
Namatanai,32,PG,100,-3.66,152.44,81.73,8.01
Alice Springs,0,AU,30,-23.7,133.88,69.8,5.82
Chaman,12,AF,93,30.92,66.46,44.02,4.43
Lazaro Cardenas,40,MX,22,28.39,-105.62,57.2,4.7
Saint Stephen,1,US,37,45.7,-94.27,39.2,8.05
Araouane,0,ML,36,18.9,-3.53,79.53,2.75
Aktyubinskiy,44,RU,68,54.81,52.81,-4.99,3.31
Fortuna Foothills,20,US,23,32.66,-114.41,64.4,6.93
Seydi,0,NE,15,13.34,7.75,76.56,11.25
Mogadishu,0,SO,97,2.04,45.34,80.88,13.38
Payson,90,US,74,40.04,-111.73,37.4,10.29
Orlik,76,RU,79,52.51,99.83,6.9,1.97
Praia,75,BR,31,-20.25,-43.81,87.8,3.36
Campbeltown,40,GB,80,55.43,-5.61,32.0,14.99
Seoul,1,KR,67,37.57,126.98,23.0,2.64
Arys,90,KZ,100,42.43,68.8,41.0,4.47
Ostrovnoy,48,RU,88,68.05,39.51,17.43,13.94
Fallon,1,US,68,46.84,-105.12,24.8,9.8
Torbay,90,CA,89,47.66,-52.73,32.0,6.93
Nova Venecia,0,BR,48,-18.71,-40.4,86.91,12.26
Sao Filipe,0,CV,97,14.9,-24.5,69.85,10.8
Buala,56,SB,97,-8.15,159.59,80.74,7.56
Mound,1,US,44,44.94,-93.67,41.0,10.29
Tecoanapa,5,MX,66,16.99,-99.26,84.2,9.17
Anloga,40,GH,83,5.79,0.9,82.4,10.29
At-Bashi,32,KG,81,41.17,75.81,16.26,2.3
Misratah,12,LY,55,32.38,15.09,68.73,14.05
Prince Rupert,90,CA,52,54.32,-130.32,42.8,5.82
Stromness,90,CA,93,42.87,-79.55,37.4,17.22
Resistencia,75,AR,74,-27.45,-58.99,89.6,8.05
Tshikapa,80,CD,91,-6.42,20.79,70.48,2.19
Haines Junction,0,CA,71,60.75,-137.51,-4.27,2.75
Ulmeni,0,RO,67,47.47,23.3,21.2,8.05
Anadyr,40,RU,100,64.73,177.51,28.4,29.08
Becerril,0,CO,33,9.7,-73.28,86.59,2.42
Pangai,75,TO,83,-19.8,-174.35,82.4,6.93
Paragominas,68,BR,76,-3.0,-47.35,82.23,6.22
Jeremie,80,HT,100,18.65,-74.12,77.1,0.51
Sur,20,OM,91,22.57,59.53,73.77,5.55
Manggar,88,ID,100,-2.88,108.27,75.43,3.31
Gorontalo,8,ID,96,0.54,123.06,72.28,1.97
Gambela,0,ET,70,8.25,34.59,62.52,0.29
Derzhavinsk,0,KZ,60,51.1,66.31,-12.91,3.2
Mumbwa,100,ZM,99,-14.99,27.06,64.5,5.66
Khasan,0,RU,100,42.43,130.64,19.45,18.86
Verkhnevilyuysk,8,RU,42,63.45,120.31,-27.35,3.42
Vanino,68,RU,76,53.93,40.55,5.37,10.47
Tessalit,36,ML,31,20.2,1.01,79.84,5.77
Itoman,40,JP,87,26.12,127.67,60.8,3.36
Novonikolayevskiy,92,RU,86,50.97,42.37,8.97,11.81
Mareeba,75,AU,100,-16.99,145.42,77.0,11.41
Aykhal,8,RU,53,65.95,111.51,-32.62,5.21
Konza,75,KE,93,-1.74,37.13,64.4,4.7
Kankon,0,IN,100,15.02,74.02,81.73,13.27
Coquimbo,20,CL,68,-29.95,-71.34,68.0,12.75
Casma,12,PE,90,-9.47,-78.3,71.52,10.02
Sinnamary,92,GF,95,5.38,-52.96,80.07,10.47
Hurricane,1,US,30,37.18,-113.29,53.6,6.93
Tripoli,40,GR,81,37.51,22.37,48.2,1.41
Barrhead,92,CA,89,54.12,-114.4,22.38,19.86
Berlevag,90,NO,86,70.86,29.09,26.6,13.87
Shieli,8,KZ,72,44.18,66.74,24.49,10.13
Grants Pass,90,US,100,42.44,-123.33,48.2,10.29
Upata,76,VE,48,8.02,-62.41,85.92,6.78
Garoua,0,CM,25,9.31,13.39,89.6,4.7
Kysyl-Syr,24,RU,36,63.9,122.77,-24.2,2.98
Salalah,20,OM,73,17.01,54.1,75.2,4.7
Acapulco,5,MX,66,16.86,-99.88,84.2,9.17
Vinh,36,VN,95,18.67,105.69,66.7,1.63
Hauterive,90,FR,65,46.09,3.45,46.4,5.82
Kharian,40,PK,82,32.81,73.87,62.6,13.87
Myaundzha,12,RU,48,63.05,147.18,-31.85,2.64
Padang,68,ID,100,-0.92,100.36,81.73,2.75
Dhidhdhoo,32,MV,100,6.88,73.1,83.13,9.46
Vila Velha,75,BR,94,-3.71,-38.6,77.0,5.82
Stange,0,NO,64,60.72,11.19,-3.86,2.42
Novaya Mayna,0,RU,76,54.15,49.76,-11.21,2.98
Guangyuan,76,CN,86,32.43,105.86,44.52,1.3
Oystese,0,NO,73,60.39,6.19,-3.55,2.19
Yerbogachen,32,RU,52,61.28,108.01,-18.53,2.64
Beira,20,ES,86,43.2,-8.36,41.0,11.41
Yenagoa,92,NG,76,4.92,6.26,79.12,7.56
Panjakent,90,UZ,93,39.5,67.61,46.4,6.93
Muskegon,1,US,38,43.23,-86.25,44.6,10.29
Hasaki,0,JP,41,35.73,140.83,42.8,5.82
Gat,0,SN,42,14.69,-16.54,79.03,13.04
Baoning,20,CN,93,25.34,110.03,64.4,2.98
Naze,20,NG,88,5.43,7.07,78.8,9.13
Baherden,92,TM,98,38.44,57.43,47.53,4.65
Aconibe,32,GQ,97,1.29,10.94,70.3,2.3
Mindelo,40,PT,57,41.31,-8.72,50.0,8.05
Novooleksiyivka,88,UA,82,48.49,32.24,13.15,15.05
Saint-Pierre,0,FR,54,48.95,4.24,33.8,13.87
Daokou,0,CN,66,35.61,105.12,17.25,2.86
Kolpashevo,0,RU,58,58.31,82.9,-20.2,5.77
Abha,75,SA,87,18.22,42.5,53.6,5.82
Moree,0,AU,80,-29.46,149.84,74.08,14.72
Dalby,90,AU,88,-27.18,151.26,71.6,10.29
Umm Lajj,0,SA,100,25.02,37.27,66.57,10.47
Athabasca,68,CA,81,54.72,-113.29,20.31,15.84
Camacha,40,PT,82,33.08,-16.33,64.4,12.75
Calabozo,0,VE,27,8.92,-67.43,95.55,9.46
Vestmannaeyjar,40,IS,86,63.44,-20.27,33.8,2.24
Marsa Matruh,0,EG,82,31.35,27.25,59.0,5.82
Akdepe,90,TM,86,42.05,59.39,35.6,9.17
Egvekinot,88,RU,94,66.32,-179.17,27.37,8.68
Etchoropo,0,MX,49,26.77,-109.67,74.53,10.02
Ampanihy,24,MG,97,-24.69,44.75,71.83,3.31
Miraflores,92,CO,97,5.2,-73.14,55.05,1.97
Svetlogorsk,0,RU,65,53.14,59.15,6.8,13.42
Aleppo,64,SY,96,36.2,37.17,48.52,2.98
